customer_id,age,annual_income_usd,product_category,product_price_usd,purchase_date,store_id,store_location,payment_method,discount_percent,product_cost_usd,foot_traffic,qty,competitor_price_usd,full_name,gender,year_opened,is_favorite,purchase_id,product_id,visit_date,purchased_product_price_usd,store_chain_name
153,44,101978.0,Home & Kitchen,231.86,2022-01-13,95,Los Angeles,Credit Card,0,231.86,358,8,263.41,Jenny Turner,F,2009,1,898,871,2022-01-12,231.86,QuickGoods
154,25,128959.0,Electronics,996.47,2022-02-09,75,Chicago,Online Transfer,21,787.21,402,22,1143.26,Christina Alvarez,F,1999,0,48,858,2022-02-07,996.47,GoShop
155,43,148929.0,Groceries,762.74,2022-10-13,62,Houston,Debit Card,4,732.23,245,48,819.4,Cynthia Simon,F,2013,0,509,126,2022-10-11,762.74,AllMart
156,19,91805.0,Health & Beauty,979.54,2023-01-11,54,Philadelphia,Mobile Payment,0,979.54,942,12,1157.64,Matthew Williamson,M,2000,0,635,560,2023-01-08,979.54,RetailWave
157,18,23604.0,Groceries,677.56,2021-10-04,63,Chicago,Cash,0,677.56,650,20,645.82,Jon Baker,M,2006,1,406,997,2021-10-04,677.56,SuperChoice
158,36,136345.0,Clothing,109.2,2022-02-16,100,San Antonio,Cash,0,109.2,389,80,90.33,Crystal Perez,F,1994,1,160,905,2022-02-15,109.2,RetailX
159,49,95942.0,Electronics,172.03,2022-06-20,61,Dallas,Debit Card,0,172.03,97,61,203.14,Eric Moore,M,1991,1,172,858,2022-06-19,172.03,MaxMart
160,21,138556.0,Electronics,915.34,2022-03-11,95,Los Angeles,Debit Card,24,695.66,765,83,829.38,Chris Williams,M,2009,0,472,458,2022-03-09,915.34,QuickGoods
161,58,126847.0,Clothing,336.85,2021-03-20,46,San Antonio,Cash,0,336.85,102,61,326.92,David Robinson,M,2014,0,159,718,2021-03-16,336.85,AllShop
162,32,51680.0,Books,223.92,2023-01-24,32,San Jose,Mobile Payment,28,161.22,686,14,241.61,Alyssa Duke,F,2008,0,589,589,2023-01-23,223.92,QuickShop
163,58,80552.0,Health & Beauty,610.8,2022-09-25,89,Houston,Debit Card,0,610.8,69,83,604.44,Charles Orr,M,2020,0,485,994,2022-09-23,610.8,MarketPrime
164,30,146342.0,Clothing,490.8,2021-02-11,68,Dallas,Credit Card,0,490.8,880,5,573.48,Craig Farrell,M,2002,0,524,327,2021-02-08,490.8,FreshShops
165,23,100083.0,Home & Kitchen,816.27,2021-06-17,51,San Diego,Mobile Payment,1,808.11,298,7,706.73,David Gamble,M,2011,0,536,215,2021-06-15,816.27,ExpressMart
166,27,66721.0,Clothing,881.56,2022-04-01,36,San Antonio,Cash,0,881.56,60,94,779.56,Connie Hanson,F,1991,1,230,567,2022-04-01,881.56,GreatGoods
167,68,35455.0,Clothing,945.34,2021-09-06,56,Houston,Credit Card,5,898.07,348,97,1028.3,Angela Wilcox,F,2012,0,621,687,2021-09-05,945.34,ShopPrime
168,53,27368.0,Health & Beauty,498.16,2020-08-02,23,New York,Credit Card,0,498.16,87,26,399.01,Caleb Huynh,M,1996,1,449,364,2020-08-02,498.16,AllGoods
169,49,141182.0,Groceries,538.82,2021-09-04,36,Chicago,Mobile Payment,4,517.27,721,46,462.58,Monique Ward,F,2014,1,975,416,2021-09-04,538.82,GreatGoods
170,55,82216.0,Health & Beauty,254.26,2020-10-16,74,Philadelphia,Debit Card,10,228.83,81,66,279.95,Thomas Decker,M,2019,0,45,8,2020-10-15,254.26,SaveShop
171,57,31971.0,Home & Kitchen,47.07,2022-10-06,4,San Jose,Online Transfer,0,47.07,697,58,43.04,Valerie Perez,F,2013,0,15,28,2022-10-02,47.07,ValueMart
172,38,130287.0,Electronics,349.06,2021-04-15,93,Chicago,Credit Card,15,296.7,918,63,305.13,Michael Brown,X,2021,0,134,858,2021-04-14,349.06,CityShop
173,45,53965.0,Electronics,76.45,2022-05-15,74,Chicago,Mobile Payment,26,56.57,368,58,64.57,Nathaniel Wilson,M,2004,0,907,768,2022-05-12,76.45,SaveShop
174,48,92680.0,Home & Kitchen,781.77,2022-10-16,89,Chicago,Online Transfer,0,781.77,925,89,698.36,Timothy Brown,M,2016,0,548,551,2022-10-13,781.77,MarketPrime
175,58,102874.0,Groceries,383.5,2023-03-28,71,Dallas,Online Transfer,28,276.12,589,57,378.92,James Sheppard,M,1994,0,541,861,2023-03-26,383.5,PrimeShops
176,27,56658.0,Health & Beauty,77.83,2021-03-04,83,Chicago,Cash,8,71.6,199,30,66.2,Whitney Watson,F,2007,1,321,101,2021-03-04,77.83,QuickValue
177,69,46671.0,Groceries,261.0,2021-10-26,83,San Diego,Debit Card,12,229.68,871,0,303.93,Cynthia Carlson,F,2021,0,18,242,2021-10-24,261.0,QuickValue
178,22,44940.0,Home & Kitchen,276.18,2021-01-24,62,New York,Online Transfer,15,234.75,364,22,232.33,Elaine Ali,F,2022,1,255,167,2021-01-22,276.18,AllMart
179,34,95960.0,Groceries,173.28,2021-01-17,74,Los Angeles,Mobile Payment,30,121.3,913,25,188.99,Ryan Ortiz,M,1996,0,918,104,2021-01-15,173.28,SaveShop
180,53,81328.0,Electronics,717.9,2021-08-06,39,Dallas,Online Transfer,6,674.83,453,64,690.81,Mackenzie Sloan,F,1990,1,900,749,2021-08-03,717.9,StoreWorld
181,62,82089.0,Groceries,669.64,2021-08-07,75,San Jose,Debit Card,9,609.37,767,87,613.64,Kathryn Gibbs,F,2016,1,210,224,2021-08-05,669.64,GoShop
182,50,48692.0,Clothing,908.55,2022-07-04,52,New York,Online Transfer,15,772.27,985,65,839.47,Jose Martin,M,2020,1,154,37,2022-07-04,908.55,BestDeals
183,42,29761.0,Home & Kitchen,342.58,2021-04-15,64,Los Angeles,Cash,8,315.17,75,87,317.71,Crystal Jones,F,1993,1,998,210,2021-04-12,342.58,TopRetail
184,48,113958.0,Home & Kitchen,574.32,2023-04-04,30,Phoenix,Mobile Payment,0,574.32,887,14,476.92,Jamie Powell,F,2011,1,178,538,2023-04-04,574.32,BigBasket
185,68,137985.0,Books,476.83,2021-02-09,84,Los Angeles,Credit Card,0,476.83,376,26,431.38,Miranda Washington,F,1997,1,273,234,2021-02-08,476.83,RetailMax
186,41,68887.0,Health & Beauty,121.62,2021-07-17,33,San Diego,Debit Card,0,121.62,487,49,131.32,Megan Graham,F,2019,0,587,867,2021-07-13,121.62,ValueCart
187,29,63204.0,Health & Beauty,300.24,2023-02-04,16,San Diego,Debit Card,14,258.21,774,63,246.19,Charles Smith,X,2009,1,594,704,2023-02-04,300.24,ShopNGo
188,68,96148.0,Home & Kitchen,924.35,2021-12-12,37,San Jose,Cash,17,767.21,250,55,948.61,Ralph Gibson,M,2004,0,901,523,2021-12-10,924.35,GoMart
189,56,51430.0,Groceries,203.8,2022-11-06,86,Los Angeles,Debit Card,29,144.7,840,45,202.64,Tracy Trujillo,F,2012,1,749,693,2022-11-03,203.8,ShopWave
190,35,65701.0,Home & Kitchen,568.52,2022-10-18,45,San Antonio,Online Transfer,10,511.67,905,82,589.74,Bradley Singh,X,2012,1,338,700,2022-10-17,568.52,MarketQuick
191,30,93850.0,Health & Beauty,388.57,2023-04-24,83,New York,Cash,0,388.57,194,67,325.67,Krystal Nelson,X,2014,0,114,452,2023-04-21,388.57,QuickValue
192,58,72421.0,Home & Kitchen,781.94,2020-07-14,29,Phoenix,Credit Card,0,781.94,472,14,784.54,Andrew Moore,M,2010,1,670,831,2020-07-13,781.94,SuperValue
193,25,46721.0,Groceries,291.07,2021-05-08,9,San Antonio,Cash,12,256.14,885,11,271.59,Richard Mason,M,2006,0,247,126,2021-05-06,291.07,GlobalMart
194,23,47697.0,Electronics,654.61,2021-08-29,82,Houston,Cash,0,654.61,684,100,625.92,Raymond Bell,M,2018,0,566,740,2021-08-27,654.61,MegaShops
195,58,24413.0,Health & Beauty,916.75,2023-03-29,12,Philadelphia,Debit Card,4,880.08,784,53,928.35,Ashley Steele,F,2022,1,673,1,2023-03-27,916.75,BigDeal
196,49,24514.0,Books,357.6,2021-11-08,80,Chicago,Online Transfer,3,346.87,725,2,427.63,Mr. James Baker,M,2004,1,375,552,2021-11-05,357.6,DealMart
197,34,96971.0,Electronics,638.64,2021-02-11,59,Los Angeles,Cash,6,600.32,402,68,747.21,Morgan Owens,F,1994,1,722,901,2021-02-07,638.64,PrimeCart
198,43,39235.0,Clothing,246.31,2022-05-30,85,Houston,Credit Card,9,224.14,369,57,287.7,Brian Jordan,M,2002,1,946,208,2022-05-28,246.31,SmartShops
199,46,47128.0,Health & Beauty,652.83,2022-09-04,64,Houston,Cash,22,509.21,759,95,564.56,Logan Mercer,M,2014,0,526,426,2022-09-04,652.83,TopRetail
200,38,67926.0,Books,799.78,2022-05-22,42,San Diego,Online Transfer,13,695.81,117,67,956.59,Anna Hunt,F,2016,1,612,735,2022-05-18,799.78,BudgetMart
201,56,45251.0,Groceries,721.44,2021-06-12,64,Philadelphia,Mobile Payment,30,505.01,725,70,581.18,Craig Wells,M,2020,0,800,930,2021-06-08,721.44,TopRetail
202,20,116541.0,Clothing,727.26,2023-06-24,54,Phoenix,Online Transfer,8,669.08,101,69,685.6,Kyle Graham,M,2003,1,364,505,2023-06-21,727.26,RetailWave
203,47,72689.0,Clothing,814.3,2020-11-17,6,San Antonio,Cash,2,798.01,131,58,944.8,Jacqueline Day,F,2012,0,57,770,2020-11-14,814.3,MegaStore
204,33,43738.0,Home & Kitchen,396.66,2021-02-24,37,San Jose,Online Transfer,0,396.66,571,24,453.33,Brandon Newton,M,2004,0,309,842,2021-02-23,396.66,GoMart
205,25,33486.0,Home & Kitchen,395.39,2022-05-22,87,San Diego,Mobile Payment,0,395.39,699,20,423.56,Jason Dyer,M,2008,1,943,942,2022-05-18,395.39,FreshCart
206,55,128145.0,Health & Beauty,356.33,2022-09-27,51,San Antonio,Mobile Payment,0,356.33,449,14,349.97,Tiffany Young,X,2019,1,289,644,2022-09-26,356.33,ExpressMart
207,35,37729.0,Home & Kitchen,994.78,2022-07-04,78,San Jose,Cash,0,994.78,740,62,964.45,Crystal West,F,1991,1,581,700,2022-07-04,994.78,SuperZone
208,19,43108.0,Clothing,189.12,2021-12-03,31,Dallas,Mobile Payment,0,189.12,405,80,174.0,Brian Stewart,M,1995,0,433,607,2021-12-03,189.12,ShopMax
209,60,147075.0,Clothing,897.41,2021-12-14,87,Houston,Debit Card,0,897.41,715,87,907.6,Angela Clark,F,2020,0,781,793,2021-12-12,897.41,FreshCart
210,65,20960.0,Clothing,292.29,2023-02-04,27,Philadelphia,Online Transfer,0,292.29,410,88,339.86,Joseph Hicks,M,2016,0,65,48,2023-02-04,292.29,ValueHub
211,63,147571.0,Health & Beauty,408.68,2020-08-20,49,Los Angeles,Debit Card,0,408.68,923,83,358.83,Nancy Wright,X,1996,0,350,854,2020-08-18,408.68,UltraStore
212,56,36481.0,Groceries,465.87,2022-01-22,33,Houston,Cash,8,428.6,946,78,392.14,Dennis Gilmore,M,2005,0,878,997,2022-01-18,465.87,ValueCart
213,34,25156.0,Clothing,654.58,2021-10-01,56,Los Angeles,Debit Card,0,654.58,247,86,669.59,Mrs. Teresa Smith,F,2001,1,22,865,2021-10-01,654.58,ShopPrime
214,65,97630.0,Home & Kitchen,637.34,2021-04-01,10,New York,Debit Card,30,446.14,529,33,762.96,Tammy Rodriguez,F,1999,1,33,430,2021-04-01,637.34,OneStop
215,61,144221.0,Groceries,755.15,2022-11-23,42,San Jose,Cash,3,732.5,906,91,606.16,Matthew Davis,M,2021,1,521,645,2022-11-21,755.15,BudgetMart
216,38,103885.0,Clothing,203.1,2022-08-17,81,Houston,Online Transfer,4,194.98,284,0,229.28,Michelle Mack,F,2006,0,708,320,2022-08-14,203.1,PrimeDeals
217,69,131606.0,Health & Beauty,139.99,2022-03-17,27,Chicago,Mobile Payment,10,125.99,139,54,113.96,Michelle Trevino,F,1996,1,157,711,2022-03-13,139.99,ValueHub
218,51,103374.0,Home & Kitchen,441.4,2020-10-08,94,New York,Debit Card,3,428.16,694,60,450.38,Kimberly Johnson,F,2019,1,906,203,2020-10-04,441.4,MegaChoice
219,66,130125.0,Groceries,379.25,2022-01-16,24,Dallas,Debit Card,0,379.25,653,16,443.89,Isaiah Barber,M,2019,1,775,785,2022-01-12,379.25,FastMart
220,34,81861.0,Books,616.32,2023-04-20,82,San Diego,Mobile Payment,20,493.06,831,29,683.18,Marvin Jenkins,M,1993,0,559,790,2023-04-19,616.32,MegaShops
221,20,149947.0,Health & Beauty,356.54,2022-07-28,92,San Jose,Credit Card,0,356.54,573,19,336.29,Donald Hunter,M,2022,1,645,417,2022-07-26,356.54,SmartCart
222,32,128921.0,Clothing,954.76,2021-11-18,62,Los Angeles,Debit Card,0,954.76,345,92,990.2,Derek Peters,M,2019,0,924,200,2021-11-14,954.76,AllMart
223,37,88109.0,Books,614.43,2021-01-04,80,San Diego,Debit Card,1,608.29,550,90,522.19,Tyler Torres,M,2013,0,79,234,2021-01-04,614.43,DealMart
224,43,130112.0,Home & Kitchen,764.49,2022-01-11,89,San Antonio,Online Transfer,21,603.95,218,89,760.71,Robert Barnett,M,1991,0,786,791,2022-01-08,764.49,MarketPrime
225,48,141016.0,Home & Kitchen,987.4,2020-10-26,94,Phoenix,Credit Card,0,987.4,978,50,1106.34,Kristina Oconnor,F,2015,0,274,672,2020-10-23,987.4,MegaChoice
226,67,128326.0,Health & Beauty,148.24,2022-12-09,78,San Diego,Credit Card,0,148.24,548,51,174.58,Danielle Day,F,1990,1,209,938,2022-12-07,148.24,SuperZone
227,31,82285.0,Books,442.86,2022-03-30,86,New York,Cash,0,442.86,151,18,370.9,Heather Marshall,F,2007,1,829,940,2022-03-28,442.86,ShopWave
228,26,98672.0,Home & Kitchen,713.07,2022-10-03,17,Chicago,Debit Card,27,520.54,593,55,570.75,Patrick Cook,M,2010,1,542,968,2022-10-03,713.07,BestChoice
229,20,63780.0,Clothing,294.67,2023-04-21,53,Dallas,Cash,0,294.67,263,29,352.97,Albert Pratt,M,2005,0,616,466,2023-04-19,294.67,SuperSavings
230,41,38545.0,Home & Kitchen,386.82,2023-05-28,11,Dallas,Debit Card,20,309.46,907,84,389.09,Isaac Wheeler,X,1992,0,864,306,2023-05-25,386.82,PrimeGoods
231,51,130537.0,Electronics,775.61,2022-03-24,65,Philadelphia,Mobile Payment,4,744.59,767,93,754.32,Christopher Anderson,M,2009,0,99,132,2022-03-20,775.61,HappyStore
232,41,108892.0,Electronics,962.32,2022-01-27,36,Chicago,Credit Card,0,962.32,259,84,929.57,Jason Perry,M,2014,0,412,334,2022-01-24,962.32,GreatGoods
233,60,94156.0,Clothing,82.57,2021-10-12,17,San Jose,Credit Card,10,74.31,478,61,92.46,Lauren Ellison,F,2006,0,46,787,2021-10-08,82.57,BestChoice
234,29,42448.0,Clothing,134.07,2021-06-25,50,Phoenix,Online Transfer,15,113.96,832,60,120.32,Ethan Lopez,M,1998,1,894,890,2021-06-23,134.07,TotalMart
235,47,141694.0,Groceries,363.81,2022-04-27,5,New York,Mobile Payment,0,363.81,333,50,397.55,Richard Waller,M,2019,0,250,799,2022-04-24,363.81,UrbanGoods
236,22,112623.0,Groceries,576.28,2022-05-22,86,New York,Online Transfer,0,576.28,921,69,482.29,Cindy Rogers,X,2007,1,445,857,2022-05-21,576.28,ShopWave
237,42,64957.0,Health & Beauty,574.68,2023-04-27,55,Chicago,Cash,0,574.68,892,22,565.2,Erin Baker,F,1991,1,307,119,2023-04-26,574.68,NextBuy
238,24,97829.0,Clothing,466.31,2021-01-07,83,Phoenix,Online Transfer,9,424.34,869,58,540.45,Donald Pierce,M,2007,1,192,865,2021-01-06,466.31,QuickValue
239,38,100805.0,Home & Kitchen,923.93,2020-09-19,16,Dallas,Cash,24,702.19,314,8,948.07,Thomas Giles,X,2009,0,149,167,2020-09-17,923.93,ShopNGo
240,34,114652.0,Health & Beauty,688.6,2022-04-05,98,Philadelphia,Online Transfer,0,688.6,115,41,813.5,Suzanne Smith,F,1996,1,868,288,2022-04-01,688.6,AllPrime
241,41,20694.0,Groceries,482.63,2022-07-04,27,Los Angeles,Debit Card,27,352.32,374,10,486.29,Mary Sutton,F,1998,1,660,151,2022-07-04,482.63,ValueHub
242,70,81714.0,Home & Kitchen,288.53,2020-08-13,5,Los Angeles,Debit Card,11,256.79,987,74,319.14,Andrea Vance,F,1990,1,659,534,2020-08-12,288.53,UrbanGoods
243,56,101070.0,Clothing,981.6,2021-08-17,60,Dallas,Online Transfer,0,981.6,374,73,913.28,Sarah Fox,F,2019,0,436,648,2021-08-13,981.6,ShoppersWorld
244,39,94568.0,Groceries,754.49,2022-01-12,26,Houston,Mobile Payment,9,686.59,60,17,655.62,Christina Wang,X,2000,1,353,675,2022-01-08,754.49,SmartBuy
245,65,123956.0,Clothing,411.93,2020-07-25,98,San Diego,Cash,29,292.47,333,88,440.79,Ashley Dawson,F,2005,0,243,839,2020-07-23,411.93,AllPrime
246,32,90790.0,Groceries,975.75,2021-01-19,24,Chicago,Credit Card,19,790.36,926,13,912.32,Tiffany Hicks,F,2003,0,388,126,2021-01-16,975.75,FastMart
247,67,97009.0,Electronics,63.92,2021-08-29,1,San Diego,Mobile Payment,0,63.92,633,26,65.11,Michelle Thomas,F,1991,1,35,173,2021-08-25,63.92,ShopEase
248,28,110723.0,Groceries,707.8,2020-07-24,3,Chicago,Mobile Payment,0,707.8,485,58,770.3,Justin Mcdowell,M,1990,1,563,384,2020-07-22,707.8,FreshMarket
249,39,66735.0,Books,51.18,2023-05-10,92,Philadelphia,Mobile Payment,9,46.57,355,61,44.02,Alan Martinez,M,2020,1,413,598,2023-05-08,51.18,SmartCart
250,41,55900.0,Home & Kitchen,81.27,2021-04-19,93,Chicago,Online Transfer,0,81.27,278,97,76.36,Stephanie Clark,X,2021,0,962,154,2021-04-17,81.27,CityShop
251,40,144466.0,Electronics,941.83,2022-09-01,76,Houston,Debit Card,30,659.28,201,9,943.41,Paul Kelly,M,1993,1,754,888,2022-09-01,941.83,ShopZone
252,62,106471.0,Clothing,96.21,2021-07-24,57,Philadelphia,Credit Card,0,96.21,651,15,92.56,Austin Li,M,2021,1,728,624,2021-07-20,96.21,ValueWave
253,45,49612.0,Groceries,722.53,2022-10-09,17,New York,Cash,19,585.25,890,66,822.19,James Lozano MD,M,2014,1,492,861,2022-10-05,722.53,BestChoice
254,30,103947.0,Electronics,697.58,2021-07-15,2,Los Angeles,Mobile Payment,26,516.21,681,100,577.11,April Hunt,F,1992,0,123,897,2021-07-13,697.58,QuickBuy
255,49,143719.0,Electronics,817.47,2023-01-27,78,San Antonio,Online Transfer,0,817.47,133,37,757.53,Sally Mcclain,X,1990,0,715,479,2023-01-23,817.47,SuperZone
256,49,26946.0,Health & Beauty,360.88,2020-08-28,59,Chicago,Debit Card,10,324.79,927,90,334.44,Edward Smith,M,2016,1,774,716,2020-08-27,360.88,PrimeCart
257,57,21444.0,Health & Beauty,484.99,2021-11-29,47,Houston,Credit Card,0,484.99,144,77,543.24,Bethany Reeves,X,2023,0,586,704,2021-11-26,484.99,BuySmart
258,44,79239.0,Groceries,279.24,2023-05-15,46,Houston,Credit Card,0,279.24,981,26,299.47,Mary Nelson,F,2010,0,777,384,2023-05-12,279.24,AllShop
259,35,28180.0,Electronics,685.86,2020-08-08,72,San Jose,Online Transfer,0,685.86,306,22,654.35,Allison Norman,X,2018,1,197,975,2020-08-06,685.86,RetailPrime
260,49,116442.0,Health & Beauty,522.35,2020-08-04,48,Los Angeles,Online Transfer,0,522.35,62,92,466.82,David Snyder,M,2020,0,9,407,2020-08-04,522.35,HypeMart
261,20,65581.0,Clothing,304.97,2022-08-14,16,Los Angeles,Online Transfer,5,289.72,798,46,346.5,Gary Jones,M,1993,0,766,325,2022-08-12,304.97,ShopNGo
262,41,64893.0,Books,528.89,2020-08-16,23,Phoenix,Cash,29,375.51,866,57,450.67,Kathleen Murphy,F,2021,0,909,735,2020-08-12,528.89,AllGoods
263,65,112947.0,Electronics,564.76,2021-01-01,18,San Antonio,Credit Card,0,564.76,934,33,611.23,Hector Glover,X,2006,1,177,432,2021-01-01,564.76,RetailRush
264,32,97702.0,Health & Beauty,127.43,2021-06-05,45,Los Angeles,Online Transfer,0,127.43,752,3,106.12,Shane Rodriguez,M,2022,1,980,52,2021-06-02,127.43,MarketQuick
265,34,149963.0,Health & Beauty,551.1,2023-04-20,32,San Antonio,Cash,23,424.35,411,4,626.98,Daniel Giles,M,2022,1,633,119,2023-04-18,551.1,QuickShop
266,58,140342.0,Groceries,933.09,2021-02-28,42,San Jose,Mobile Payment,17,774.46,612,58,983.37,Jessica Day,F,2021,0,764,693,2021-02-25,933.09,BudgetMart
267,68,65723.0,Home & Kitchen,791.55,2022-10-05,50,Phoenix,Cash,0,791.55,588,40,748.64,Stephanie Martin,F,1998,0,184,837,2022-10-01,791.55,TotalMart
268,60,60862.0,Groceries,209.91,2021-02-12,18,San Antonio,Mobile Payment,0,209.91,610,27,177.81,Kathleen Johnson,F,2006,1,934,248,2021-02-11,209.91,RetailRush
269,59,106508.0,Electronics,343.31,2021-09-28,100,San Antonio,Mobile Payment,18,281.51,977,42,368.06,Carol Rosales,F,1994,0,381,432,2021-09-25,343.31,RetailX
270,21,104789.0,Groceries,994.75,2021-08-18,88,Los Angeles,Debit Card,0,994.75,484,87,1172.96,Katherine Buchanan,F,2010,0,558,61,2021-08-14,994.75,ValueX
271,46,146995.0,Books,802.91,2022-06-18,57,Dallas,Cash,21,634.3,925,32,951.96,Katelyn Martinez,F,2006,1,949,568,2022-06-14,802.91,ValueWave
272,55,97516.0,Books,15.43,2021-01-08,78,Phoenix,Credit Card,27,11.26,172,44,13.41,Jennifer Reed,F,2010,0,772,608,2021-01-05,15.43,SuperZone
273,68,58712.0,Home & Kitchen,480.74,2021-04-29,40,Phoenix,Credit Card,12,423.05,498,14,466.36,Daniel Vasquez,M,2008,1,694,370,2021-04-28,480.74,ShoppersMart
274,66,20184.0,Electronics,27.92,2021-08-22,87,New York,Mobile Payment,0,27.92,640,4,27.85,Mary Robinson,X,2019,0,188,579,2021-08-19,27.92,FreshCart
275,48,99594.0,Clothing,649.93,2022-03-03,80,Los Angeles,Credit Card,0,649.93,334,63,750.88,Anthony Owens,M,1992,0,360,325,2022-03-03,649.93,DealMart
276,41,71730.0,Home & Kitchen,719.97,2021-05-30,6,Dallas,Online Transfer,0,719.97,256,77,752.68,Jaime Hernandez,F,2020,0,317,257,2021-05-29,719.97,MegaStore
277,34,144915.0,Groceries,364.27,2020-08-26,33,San Jose,Cash,28,262.27,313,41,338.0,Julia Guerrero,F,2019,0,477,570,2020-08-25,364.27,ValueCart
278,62,47563.0,Health & Beauty,372.75,2021-02-09,6,Dallas,Mobile Payment,0,372.75,566,26,412.96,Emma Gonzalez,F,2020,1,328,704,2021-02-05,372.75,MegaStore
279,35,127837.0,Electronics,51.04,2022-06-26,85,San Diego,Cash,0,51.04,52,87,51.67,Samantha Simmons,F,2007,1,697,246,2022-06-24,51.04,SmartShops
280,66,106001.0,Clothing,214.77,2021-08-18,14,Chicago,Cash,6,201.88,770,10,242.09,Belinda Snyder,F,2016,0,285,504,2021-08-16,214.77,CityMart
281,54,49585.0,Health & Beauty,194.02,2020-11-02,45,Chicago,Debit Card,21,153.28,71,66,210.05,Alan Perry,M,1999,0,17,998,2020-11-02,194.02,MarketQuick
282,24,129811.0,Clothing,552.38,2022-03-24,26,Los Angeles,Mobile Payment,30,386.67,472,85,496.79,Jamie Rose,F,2023,0,721,49,2022-03-20,552.38,SmartBuy
283,18,127262.0,Electronics,820.27,2021-09-12,78,Houston,Cash,0,820.27,367,97,933.76,Kathleen Perez,F,2016,1,417,897,2021-09-08,820.27,SuperZone
284,70,115312.0,Books,271.63,2021-10-17,13,Dallas,Debit Card,0,271.63,226,93,256.16,Heather Clark,F,1995,0,929,892,2021-10-16,271.63,MaxStore
285,48,89603.0,Health & Beauty,299.15,2022-01-12,73,Los Angeles,Mobile Payment,0,299.15,911,77,335.15,David Phillips,M,2011,0,610,658,2022-01-10,299.15,MegaDeal
286,41,62097.0,Clothing,945.57,2021-12-11,31,San Jose,Debit Card,0,945.57,278,1,876.48,Sean Pearson,M,2020,1,859,733,2021-12-08,945.57,ShopMax
287,25,148658.0,Electronics,333.1,2022-06-13,32,Phoenix,Mobile Payment,0,333.1,773,35,309.98,Matthew Chen,X,2021,1,553,367,2022-06-09,333.1,QuickShop
288,51,71723.0,Clothing,560.72,2022-03-04,73,Dallas,Cash,22,437.36,836,67,652.45,Paul Foster,M,1993,1,794,677,2022-03-04,560.72,MegaDeal
289,65,104158.0,Electronics,831.78,2023-02-02,16,New York,Mobile Payment,0,831.78,472,73,767.37,Michael Davis,M,2003,0,571,90,2023-02-02,831.78,ShopNGo
290,34,104517.0,Health & Beauty,476.65,2020-08-14,37,San Diego,Debit Card,0,476.65,158,39,569.21,Krista Thomas,F,1999,0,742,93,2020-08-12,476.65,GoMart
291,40,94281.0,Home & Kitchen,639.15,2023-03-25,28,Philadelphia,Mobile Payment,0,639.15,739,72,546.44,Heather Perez,F,1997,1,785,349,2023-03-23,639.15,MegaMart
292,39,134226.0,Groceries,712.35,2020-09-19,19,Philadelphia,Online Transfer,0,712.35,418,28,688.33,Carrie Reynolds,F,2017,1,983,96,2020-09-15,712.35,FreshDeals
293,36,23377.0,Groceries,302.48,2021-02-08,82,Dallas,Cash,0,302.48,804,42,246.27,Duane Fischer,M,2007,1,370,360,2021-02-06,302.48,MegaShops
294,30,42697.0,Home & Kitchen,41.32,2021-12-08,30,New York,Cash,11,36.77,653,72,36.75,Fernando Jackson,M,2021,1,254,744,2021-12-06,41.32,BigBasket
295,29,134577.0,Clothing,576.27,2022-02-22,100,New York,Online Transfer,0,576.27,265,96,578.12,Kristi Sims,F,2018,1,727,30,2022-02-19,576.27,RetailX
296,40,122059.0,Health & Beauty,443.81,2022-10-17,30,San Diego,Debit Card,8,408.31,198,78,444.86,Melanie Carter,F,1999,1,855,410,2022-10-14,443.81,BigBasket
297,19,66349.0,Electronics,529.91,2021-08-16,90,San Antonio,Credit Card,14,455.72,316,74,513.62,Charles Newton,M,1996,1,193,817,2021-08-13,529.91,ShopVibe
298,21,130116.0,Electronics,293.19,2023-07-01,79,Houston,Cash,0,293.19,164,5,299.9,Monica Stevens,F,2018,0,643,374,2023-07-01,293.19,FreshBuy
299,69,76740.0,Home & Kitchen,881.98,2021-07-05,9,Philadelphia,Cash,26,652.67,172,17,868.95,Steven Lutz,M,2023,0,816,102,2021-07-01,881.98,GlobalMart
300,54,112559.0,Home & Kitchen,88.71,2021-09-06,25,San Antonio,Mobile Payment,0,88.71,585,63,93.92,Daniel Moore,M,1997,0,792,744,2021-09-02,88.71,PrimeBuy
301,50,144873.0,Home & Kitchen,809.46,2022-03-03,89,Dallas,Cash,0,809.46,804,16,767.13,Christina Wyatt,F,1995,1,876,160,2022-03-03,809.46,MarketPrime
302,65,100337.0,Books,384.31,2022-09-07,33,Houston,Debit Card,0,384.31,761,66,418.71,Emily Mccormick,F,2005,1,650,472,2022-09-05,384.31,ValueCart
303,37,121159.0,Clothing,966.95,2022-03-18,87,San Diego,Credit Card,0,966.95,169,16,967.78,Jennifer Fry,F,2008,1,256,982,2022-03-17,966.95,FreshCart
304,52,135085.0,Health & Beauty,977.8,2020-09-10,19,New York,Cash,4,938.69,57,66,938.41,Philip Patel,M,2018,0,463,426,2020-09-07,977.8,FreshDeals
305,53,70159.0,Health & Beauty,740.68,2022-01-19,48,San Antonio,Online Transfer,0,740.68,123,64,799.0,Michael Barrett,M,1991,0,600,777,2022-01-16,740.68,HypeMart
