customer_id,age,annual_income_usd,product_category,product_price_usd,purchase_date,store_id,store_location,payment_method,discount_percent,product_cost_usd,foot_traffic,quantity,competitor_price_usd,full_name,gender,year_opened,is_favorite,purchase_id,product_id,visit_date,purchase_product_price_usd
164,30,146342.0,Home & Kitchen,490.8,2021-02-11,68,Dallas,Credit Card,0,490.8,880,5,573.48,Joseph Thomas,M,2017,0,735,314,2021-02-11,490.8
165,23,100083.0,Home & Kitchen,816.27,2021-06-17,51,San Diego,Mobile Payment,1,808.11,298,7,706.73,Amy Clayton,F,1990,1,181,492,2021-06-17,816.27
166,27,66721.0,Clothing,881.56,2022-04-01,36,San Antonio,Cash,0,881.56,60,94,779.56,Heidi Weber,F,1999,0,892,9,2022-04-01,881.56
167,68,35455.0,Clothing,945.34,2021-09-06,56,Houston,Credit Card,5,898.07,348,97,1028.3,Roy Smith,M,2021,0,353,182,2021-09-06,945.34
168,53,27368.0,Health & Beauty,498.16,2020-08-02,23,New York,Credit Card,0,498.16,87,26,399.01,Patricia Carter,F,2000,1,344,680,2020-08-02,498.16
169,49,141182.0,Groceries,538.82,2021-09-04,36,Chicago,Mobile Payment,4,517.27,721,46,462.58,Casey Ray,M,1992,0,591,428,2021-09-04,538.82
170,55,82216.0,Health & Beauty,254.26,2020-10-16,74,Philadelphia,Debit Card,10,228.83,81,66,279.95,Kim Richard,F,2004,0,216,792,2020-10-16,254.26
171,57,31971.0,Home & Kitchen,47.07,2022-10-06,4,San Jose,Online Transfer,0,47.07,697,58,43.04,Erin Hayes,F,2020,1,197,629,2022-10-06,47.07
172,38,130287.0,Home & Kitchen,349.06,2021-04-15,93,Chicago,Credit Card,15,296.7,918,63,305.13,Ryan Fisher,M,2007,0,305,95,2021-04-15,349.06
173,45,53965.0,Electronics,76.45,2022-05-15,74,Chicago,Mobile Payment,26,56.57,368,58,64.57,Yvonne Vaughan,F,2010,1,650,811,2022-05-15,76.45
174,48,92680.0,Home & Kitchen,781.77,2022-10-16,89,Chicago,Online Transfer,0,781.77,925,89,698.36,Elizabeth Guzman,X,2006,0,891,835,2022-10-16,781.77
175,58,102874.0,Groceries,383.5,2023-03-28,71,Dallas,Online Transfer,28,276.12,589,57,378.92,Walter Munoz,M,2015,0,611,217,2023-03-28,383.5
176,27,56658.0,Health & Beauty,77.83,2021-03-04,83,Chicago,Cash,8,71.6,199,30,66.2,Jonathan Phillips,M,1995,0,362,885,2021-03-04,77.83
177,69,46671.0,Groceries,261.0,2021-10-26,83,San Diego,Debit Card,12,229.68,871,0,303.93,Paula Shah,F,2001,1,407,192,2021-10-26,261.0
178,22,44940.0,Home & Kitchen,276.18,2021-01-24,62,New York,Online Transfer,15,234.75,364,22,232.33,Megan Watson,F,2014,0,908,582,2021-01-24,276.18
179,34,95960.0,Groceries,173.28,2021-01-17,74,Los Angeles,Mobile Payment,30,121.3,913,25,188.99,John Miller,M,1999,1,829,415,2021-01-17,173.28
180,53,81328.0,Electronics,717.9,2021-08-06,39,Dallas,Online Transfer,6,674.83,453,64,690.81,Joy Christensen,F,1994,0,936,138,2021-08-06,717.9
181,62,82089.0,Groceries,669.64,2021-08-07,75,San Jose,Debit Card,9,609.37,767,87,613.64,Harold Rogers,M,2017,1,736,196,2021-08-07,669.64
182,50,48692.0,Clothing,908.55,2022-07-04,52,New York,Online Transfer,15,772.27,985,65,839.47,Jessica Miller,X,1997,1,771,516,2022-07-04,908.55
183,42,29761.0,Books,342.58,2021-04-15,64,Los Angeles,Cash,8,315.17,75,87,317.71,Craig Hall,M,2007,0,781,330,2021-04-15,342.58
184,48,113958.0,Home & Kitchen,574.32,2023-04-04,30,Phoenix,Mobile Payment,0,574.32,887,14,476.92,Pamela Perez,F,2020,0,744,157,2023-04-04,574.32
185,68,137985.0,Books,476.83,2021-02-09,84,Los Angeles,Credit Card,0,476.83,376,26,431.38,Matthew Knapp,M,2001,1,114,700,2021-02-09,476.83
186,41,68887.0,Clothing,121.62,2021-07-17,33,San Diego,Debit Card,0,121.62,487,49,131.32,Nicholas Bowen,M,2023,0,448,114,2021-07-17,121.62
187,29,63204.0,Health & Beauty,300.24,2023-02-04,16,San Diego,Debit Card,14,258.21,774,63,246.19,Jennifer Griffin,F,2018,1,762,146,2023-02-04,300.24
188,68,96148.0,Home & Kitchen,924.35,2021-12-12,37,San Jose,Cash,17,767.21,250,55,948.61,Mallory Hogan,F,2014,0,370,843,2021-12-12,924.35
189,56,51430.0,Groceries,203.8,2022-11-06,86,Los Angeles,Debit Card,29,144.7,840,45,202.64,Timothy Alvarez,M,1990,0,298,419,2022-11-06,203.8
190,35,65701.0,Home & Kitchen,568.52,2022-10-18,45,San Antonio,Online Transfer,10,511.67,905,82,589.74,Noah Patterson,M,2000,0,142,925,2022-10-18,568.52
191,30,93850.0,Health & Beauty,388.57,2023-04-24,83,New York,Cash,0,388.57,194,67,325.67,Dana Hart,F,1995,0,0,706,2023-04-24,388.57
192,58,72421.0,Home & Kitchen,781.94,2020-07-14,29,Phoenix,Credit Card,0,781.94,472,14,784.54,Sarah Navarro,F,2020,1,785,400,2020-07-14,781.94
193,25,46721.0,Health & Beauty,291.07,2021-05-08,9,San Antonio,Cash,12,256.14,885,11,271.59,Robert Olson,M,2014,0,659,598,2021-05-08,291.07
194,23,47697.0,Electronics,654.61,2021-08-29,82,Houston,Cash,0,654.61,684,100,625.92,Chris Thomas,M,2005,1,555,294,2021-08-29,654.61
195,58,24413.0,Health & Beauty,916.75,2023-03-29,12,Philadelphia,Debit Card,4,880.08,784,53,928.35,Jeffrey Mcmahon,M,2013,1,490,361,2023-03-29,916.75
196,49,24514.0,Books,357.6,2021-11-08,80,Chicago,Online Transfer,3,346.87,725,2,427.63,Timothy Martinez,M,1995,1,847,881,2021-11-08,357.6
197,34,96971.0,Electronics,638.64,2021-02-11,59,Los Angeles,Cash,6,600.32,402,68,747.21,Valerie Moss,F,2017,1,158,579,2021-02-11,638.64
198,43,39235.0,Clothing,246.31,2022-05-30,85,Houston,Credit Card,9,224.14,369,57,287.7,Gregory Hicks,M,2015,1,900,451,2022-05-30,246.31
199,46,47128.0,Groceries,652.83,2022-09-04,64,Houston,Cash,22,509.21,759,95,564.56,Jeffrey Jensen,M,2019,0,667,80,2022-09-04,652.83
200,38,67926.0,Books,799.78,2022-05-22,42,San Diego,Online Transfer,13,695.81,117,67,956.59,Nicholas Campbell,X,2022,1,795,710,2022-05-22,799.78
201,56,45251.0,Groceries,721.44,2021-06-12,64,Philadelphia,Mobile Payment,30,505.01,725,70,581.18,Sara Shelton,F,2020,1,524,542,2021-06-12,721.44
202,20,116541.0,Clothing,727.26,2023-06-24,54,Phoenix,Online Transfer,8,669.08,101,69,685.6,Stacy Harris,X,2017,1,862,257,2023-06-24,727.26
203,47,72689.0,Clothing,814.3,2020-11-17,6,San Antonio,Cash,2,798.01,131,58,944.8,Monique Dennis,F,2022,1,389,307,2020-11-17,814.3
204,33,43738.0,Home & Kitchen,396.66,2021-02-24,37,San Jose,Online Transfer,0,396.66,571,24,453.33,Brianna Dominguez,F,2023,0,360,767,2021-02-24,396.66
205,25,33486.0,Clothing,395.39,2022-05-22,87,San Diego,Mobile Payment,0,395.39,699,20,423.56,Kristen Jones,F,2008,0,602,628,2022-05-22,395.39
206,55,128145.0,Health & Beauty,356.33,2022-09-27,51,San Antonio,Mobile Payment,0,356.33,449,14,349.97,Philip Mcneil,M,2015,1,357,179,2022-09-27,356.33
207,35,37729.0,Home & Kitchen,994.78,2022-07-04,78,San Jose,Cash,0,994.78,740,62,964.45,Zachary Harris,M,2001,0,385,98,2022-07-04,994.78
208,19,43108.0,Clothing,189.12,2021-12-03,31,Dallas,Mobile Payment,0,189.12,405,80,174.0,Ashley Perez,F,2016,1,970,970,2021-12-03,189.12
209,60,147075.0,Clothing,897.41,2021-12-14,87,Houston,Debit Card,0,897.41,715,87,907.6,Connor Nichols,M,2013,1,886,375,2021-12-14,897.41
210,65,20960.0,Clothing,292.29,2023-02-04,27,Philadelphia,Online Transfer,0,292.29,410,88,339.86,Benjamin Eaton,M,2006,0,454,915,2023-02-04,292.29
211,63,147571.0,Groceries,408.68,2020-08-20,49,Los Angeles,Debit Card,0,408.68,923,83,358.83,Jennifer Knox,F,1991,0,338,326,2020-08-20,408.68
212,56,36481.0,Groceries,465.87,2022-01-22,33,Houston,Cash,8,428.6,946,78,392.14,Amber Park MD,F,2003,0,685,596,2022-01-22,465.87
213,34,25156.0,Clothing,654.58,2021-10-01,56,Los Angeles,Debit Card,0,654.58,247,86,669.59,Melissa Pope,X,1994,0,275,141,2021-10-01,654.58
214,65,97630.0,Home & Kitchen,637.34,2021-04-01,10,New York,Debit Card,30,446.14,529,33,762.96,William English,X,2007,1,309,822,2021-04-01,637.34
215,61,144221.0,Home & Kitchen,755.15,2022-11-23,42,San Jose,Cash,3,732.5,906,91,606.16,Sarah Jenkins,F,2008,0,788,115,2022-11-23,755.15
216,38,103885.0,Clothing,203.1,2022-08-17,81,Houston,Online Transfer,4,194.98,284,0,229.28,Miguel Elliott,M,2014,0,19,253,2022-08-17,203.1
217,69,131606.0,Health & Beauty,139.99,2022-03-17,27,Chicago,Mobile Payment,10,125.99,139,54,113.96,Jessica Jones,X,1995,1,556,226,2022-03-17,139.99
218,51,103374.0,Home & Kitchen,441.4,2020-10-08,94,New York,Debit Card,3,428.16,694,60,450.38,William Blair,M,2017,1,97,579,2020-10-08,441.4
219,66,130125.0,Electronics,379.25,2022-01-16,24,Dallas,Debit Card,0,379.25,653,16,443.89,Amanda Campos,F,1999,1,461,941,2022-01-16,379.25
220,34,81861.0,Books,616.32,2023-04-20,82,San Diego,Mobile Payment,20,493.06,831,29,683.18,Carlos Buck,M,2009,0,483,124,2023-04-20,616.32
221,20,149947.0,Electronics,356.54,2022-07-28,92,San Jose,Credit Card,0,356.54,573,19,336.29,George Gonzalez,X,1990,0,737,892,2022-07-28,356.54
222,32,128921.0,Clothing,954.76,2021-11-18,62,Los Angeles,Debit Card,0,954.76,345,92,990.2,John Rhodes,M,2010,1,34,809,2021-11-18,954.76
223,37,88109.0,Electronics,614.43,2021-01-04,80,San Diego,Debit Card,1,608.29,550,90,522.19,Sally Jones,F,2011,1,486,943,2021-01-04,614.43
224,43,130112.0,Home & Kitchen,764.49,2022-01-11,89,San Antonio,Online Transfer,21,603.95,218,89,760.71,Traci Smith,X,2017,1,589,248,2022-01-11,764.49
225,48,141016.0,Home & Kitchen,987.4,2020-10-26,94,Phoenix,Credit Card,0,987.4,978,50,1106.34,Kathleen Smith,F,2003,1,77,92,2020-10-26,987.4
226,67,128326.0,Electronics,148.24,2022-12-09,78,San Diego,Credit Card,0,148.24,548,51,174.58,David Kelly,M,1995,1,660,704,2022-12-09,148.24
227,31,82285.0,Books,442.86,2022-03-30,86,New York,Cash,0,442.86,151,18,370.9,Cheryl Wilson,X,2022,1,351,466,2022-03-30,442.86
228,26,98672.0,Home & Kitchen,713.07,2022-10-03,17,Chicago,Debit Card,27,520.54,593,55,570.75,John Jackson,M,2022,1,212,659,2022-10-03,713.07
229,20,63780.0,Clothing,294.67,2023-04-21,53,Dallas,Cash,0,294.67,263,29,352.97,Jerome Morris,M,1992,0,773,312,2023-04-21,294.67
230,41,38545.0,Home & Kitchen,386.82,2023-05-28,11,Dallas,Debit Card,20,309.46,907,84,389.09,Kristen Combs,F,2016,1,75,42,2023-05-28,386.82
231,51,130537.0,Electronics,775.61,2022-03-24,65,Philadelphia,Mobile Payment,4,744.59,767,93,754.32,Laura Miles,F,2014,0,368,410,2022-03-24,775.61
232,41,108892.0,Electronics,962.32,2022-01-27,36,Chicago,Credit Card,0,962.32,259,84,929.57,Brian Thomas,M,2023,0,669,204,2022-01-27,962.32
233,60,94156.0,Clothing,82.57,2021-10-12,17,San Jose,Credit Card,10,74.31,478,61,92.46,Richard Morgan,M,2011,1,998,772,2021-10-12,82.57
234,29,42448.0,Clothing,134.07,2021-06-25,50,Phoenix,Online Transfer,15,113.96,832,60,120.32,Victoria Garcia,F,2022,0,883,659,2021-06-25,134.07
235,47,141694.0,Groceries,363.81,2022-04-27,5,New York,Mobile Payment,0,363.81,333,50,397.55,Thomas Phillips,M,2001,0,415,928,2022-04-27,363.81
236,22,112623.0,Groceries,576.28,2022-05-22,86,New York,Online Transfer,0,576.28,921,69,482.29,William Gonzalez,M,1994,0,858,324,2022-05-22,576.28
237,42,64957.0,Health & Beauty,574.68,2023-04-27,55,Chicago,Cash,0,574.68,892,22,565.2,Amanda Stewart,F,2007,1,976,328,2023-04-27,574.68
238,24,97829.0,Electronics,466.31,2021-01-07,83,Phoenix,Online Transfer,9,424.34,869,58,540.45,Nicole Figueroa,F,2023,1,367,715,2021-01-07,466.31
239,38,100805.0,Health & Beauty,923.93,2020-09-19,16,Dallas,Cash,24,702.19,314,8,948.07,Christina Jones,F,2018,0,258,307,2020-09-19,923.93
240,34,114652.0,Health & Beauty,688.6,2022-04-05,98,Philadelphia,Online Transfer,0,688.6,115,41,813.5,Karen Mclaughlin,F,1995,1,679,551,2022-04-05,688.6
241,41,20694.0,Home & Kitchen,482.63,2022-07-04,27,Los Angeles,Debit Card,27,352.32,374,10,486.29,Nicole Brewer,F,2021,0,768,520,2022-07-04,482.63
242,70,81714.0,Home & Kitchen,288.53,2020-08-13,5,Los Angeles,Debit Card,11,256.79,987,74,319.14,Lori Trevino,F,2021,1,204,528,2020-08-13,288.53
243,56,101070.0,Clothing,981.6,2021-08-17,60,Dallas,Online Transfer,0,981.6,374,73,913.28,Jorge Turner,M,2005,0,745,211,2021-08-17,981.6
244,39,94568.0,Groceries,754.49,2022-01-12,26,Houston,Mobile Payment,9,686.59,60,17,655.62,James Peterson,M,1990,0,113,744,2022-01-12,754.49
245,65,123956.0,Clothing,411.93,2020-07-25,98,San Diego,Cash,29,292.47,333,88,440.79,Adrienne Foster,F,2010,1,382,390,2020-07-25,411.93
246,32,90790.0,Electronics,975.75,2021-01-19,24,Chicago,Credit Card,19,790.36,926,13,912.32,Brian Williams,M,2023,1,424,662,2021-01-19,975.75
247,67,97009.0,Electronics,63.92,2021-08-29,1,San Diego,Mobile Payment,0,63.92,633,26,65.11,Katelyn Riley,F,1995,1,628,88,2021-08-29,63.92
248,28,110723.0,Groceries,707.8,2020-07-24,3,Chicago,Mobile Payment,0,707.8,485,58,770.3,Jeffrey Wilson,M,1995,0,311,90,2020-07-24,707.8
249,39,66735.0,Home & Kitchen,51.18,2023-05-10,92,Philadelphia,Mobile Payment,9,46.57,355,61,44.02,Dr. Eric Cooper,M,2004,1,79,851,2023-05-10,51.18
250,41,55900.0,Home & Kitchen,81.27,2021-04-19,93,Chicago,Online Transfer,0,81.27,278,97,76.36,Victoria Wall,F,2013,1,805,969,2021-04-19,81.27
251,40,144466.0,Electronics,941.83,2022-09-01,76,Houston,Debit Card,30,659.28,201,9,943.41,Howard Rivas,M,2002,0,419,20,2022-09-01,941.83
252,62,106471.0,Clothing,96.21,2021-07-24,57,Philadelphia,Credit Card,0,96.21,651,15,92.56,Kelly Conway,F,2007,0,423,838,2021-07-24,96.21
253,45,49612.0,Health & Beauty,722.53,2022-10-09,17,New York,Cash,19,585.25,890,66,822.19,Melissa Wu,F,1992,0,846,328,2022-10-09,722.53
254,30,103947.0,Electronics,697.58,2021-07-15,2,Los Angeles,Mobile Payment,26,516.21,681,100,577.11,Andrew Harris,X,2021,0,31,260,2021-07-15,697.58
255,49,143719.0,Electronics,817.47,2023-01-27,78,San Antonio,Online Transfer,0,817.47,133,37,757.53,Marcus Hernandez,M,2017,1,263,28,2023-01-27,817.47
256,49,26946.0,Health & Beauty,360.88,2020-08-28,59,Chicago,Debit Card,10,324.79,927,90,334.44,Melissa Matthews,F,2018,1,945,508,2020-08-28,360.88
257,57,21444.0,Health & Beauty,484.99,2021-11-29,47,Houston,Credit Card,0,484.99,144,77,543.24,Christina Jarvis,F,2015,1,283,194,2021-11-29,484.99
258,44,79239.0,Health & Beauty,279.24,2023-05-15,46,Houston,Credit Card,0,279.24,981,26,299.47,Heather Luna,F,2013,1,329,372,2023-05-15,279.24
259,35,28180.0,Electronics,685.86,2020-08-08,72,San Jose,Online Transfer,0,685.86,306,22,654.35,Jason Gonzales,M,2015,1,951,59,2020-08-08,685.86
260,49,116442.0,Books,522.35,2020-08-04,48,Los Angeles,Online Transfer,0,522.35,62,92,466.82,Joseph Singleton,M,2001,1,276,939,2020-08-04,522.35
261,20,65581.0,Clothing,304.97,2022-08-14,16,Los Angeles,Online Transfer,5,289.72,798,46,346.5,Tammy Watson,F,2003,0,780,449,2022-08-14,304.97
262,41,64893.0,Groceries,528.89,2020-08-16,23,Phoenix,Cash,29,375.51,866,57,450.67,Ryan Tate,X,2023,0,859,224,2020-08-16,528.89
263,65,112947.0,Electronics,564.76,2021-01-01,18,San Antonio,Credit Card,0,564.76,934,33,611.23,Chad Leonard,X,1998,0,918,697,2021-01-01,564.76
264,32,97702.0,Health & Beauty,127.43,2021-06-05,45,Los Angeles,Online Transfer,0,127.43,752,3,106.12,Robin Garcia,F,2008,1,148,81,2021-06-05,127.43
265,34,149963.0,Clothing,551.1,2023-04-20,32,San Antonio,Cash,23,424.35,411,4,626.98,Martin Mora,M,2007,1,924,897,2023-04-20,551.1
266,58,140342.0,Home & Kitchen,933.09,2021-02-28,42,San Jose,Mobile Payment,17,774.46,612,58,983.37,Joseph Wheeler,M,2006,0,76,507,2021-02-28,933.09
267,68,65723.0,Health & Beauty,791.55,2022-10-05,50,Phoenix,Cash,0,791.55,588,40,748.64,Tasha Perkins,F,2009,1,642,526,2022-10-05,791.55
268,60,60862.0,Groceries,209.91,2021-02-12,18,San Antonio,Mobile Payment,0,209.91,610,27,177.81,Heather Holmes,F,1998,0,899,662,2021-02-12,209.91
269,59,106508.0,Books,343.31,2021-09-28,100,San Antonio,Mobile Payment,18,281.51,977,42,368.06,Joy Farrell,F,1994,1,712,945,2021-09-28,343.31
270,21,104789.0,Groceries,994.75,2021-08-18,88,Los Angeles,Debit Card,0,994.75,484,87,1172.96,Douglas Wright,M,2001,0,281,619,2021-08-18,994.75
271,46,146995.0,Books,802.91,2022-06-18,57,Dallas,Cash,21,634.3,925,32,951.96,Melissa Gordon,F,2020,1,25,899,2022-06-18,802.91
272,55,97516.0,Groceries,15.43,2021-01-08,78,Phoenix,Credit Card,27,11.26,172,44,13.41,Michelle Williams,F,1996,1,78,700,2021-01-08,15.43
273,68,58712.0,Home & Kitchen,480.74,2021-04-29,40,Phoenix,Credit Card,12,423.05,498,14,466.36,Brittany Davis,F,1996,0,88,853,2021-04-29,480.74
274,66,20184.0,Electronics,27.92,2021-08-22,87,New York,Mobile Payment,0,27.92,640,4,27.85,Joe Clark,M,1994,0,799,334,2021-08-22,27.92
275,48,99594.0,Electronics,649.93,2022-03-03,80,Los Angeles,Credit Card,0,649.93,334,63,750.88,Benjamin Vance,M,2015,1,721,944,2022-03-03,649.93
276,41,71730.0,Home & Kitchen,719.97,2021-05-30,6,Dallas,Online Transfer,0,719.97,256,77,752.68,Eric Reed,M,2019,0,225,871,2021-05-30,719.97
277,34,144915.0,Groceries,364.27,2020-08-26,33,San Jose,Cash,28,262.27,313,41,338.0,Brittany Mcgrath,X,2003,1,697,654,2020-08-26,364.27
278,62,47563.0,Health & Beauty,372.75,2021-02-09,6,Dallas,Mobile Payment,0,372.75,566,26,412.96,Randy Robertson,M,2013,1,974,776,2021-02-09,372.75
279,35,127837.0,Electronics,51.04,2022-06-26,85,San Diego,Cash,0,51.04,52,87,51.67,Martin Mendoza,M,1992,1,286,286,2022-06-26,51.04
280,66,106001.0,Clothing,214.77,2021-08-18,14,Chicago,Cash,6,201.88,770,10,242.09,Denise Garcia,F,2003,0,27,513,2021-08-18,214.77
281,54,49585.0,Health & Beauty,194.02,2020-11-02,45,Chicago,Debit Card,21,153.28,71,66,210.05,Denise Vasquez,F,2004,1,330,467,2020-11-02,194.02
282,24,129811.0,Clothing,552.38,2022-03-24,26,Los Angeles,Mobile Payment,30,386.67,472,85,496.79,Janet Sims,F,2015,1,868,960,2022-03-24,552.38
283,18,127262.0,Clothing,820.27,2021-09-12,78,Houston,Cash,0,820.27,367,97,933.76,Melinda Mitchell,F,2003,0,71,897,2021-09-12,820.27
284,70,115312.0,Books,271.63,2021-10-17,13,Dallas,Debit Card,0,271.63,226,93,256.16,Sandra Jones,F,1993,1,723,753,2021-10-17,271.63
285,48,89603.0,Health & Beauty,299.15,2022-01-12,73,Los Angeles,Mobile Payment,0,299.15,911,77,335.15,Eric Norris,M,1998,0,648,448,2022-01-12,299.15
286,41,62097.0,Clothing,945.57,2021-12-11,31,San Jose,Debit Card,0,945.57,278,1,876.48,Ryan Meyers,M,2008,0,479,630,2021-12-11,945.57
287,25,148658.0,Electronics,333.1,2022-06-13,32,Phoenix,Mobile Payment,0,333.1,773,35,309.98,Christina Scott,F,2018,1,168,781,2022-06-13,333.1
288,51,71723.0,Health & Beauty,560.72,2022-03-04,73,Dallas,Cash,22,437.36,836,67,652.45,Candice Frederick,F,2005,1,906,990,2022-03-04,560.72
289,65,104158.0,Books,831.78,2023-02-02,16,New York,Mobile Payment,0,831.78,472,73,767.37,Taylor Rodriguez,F,1996,0,820,757,2023-02-02,831.78
290,34,104517.0,Health & Beauty,476.65,2020-08-14,37,San Diego,Debit Card,0,476.65,158,39,569.21,Alexis Johnson,F,2006,1,291,878,2020-08-14,476.65
291,40,94281.0,Home & Kitchen,639.15,2023-03-25,28,Philadelphia,Mobile Payment,0,639.15,739,72,546.44,Jonathan Scott,M,2010,0,907,639,2023-03-25,639.15
292,39,134226.0,Groceries,712.35,2020-09-19,19,Philadelphia,Online Transfer,0,712.35,418,28,688.33,Philip Taylor,X,2005,1,898,574,2020-09-19,712.35
293,36,23377.0,Groceries,302.48,2021-02-08,82,Dallas,Cash,0,302.48,804,42,246.27,Justin Reynolds,M,2010,0,98,924,2021-02-08,302.48
294,30,42697.0,Health & Beauty,41.32,2021-12-08,30,New York,Cash,11,36.77,653,72,36.75,Kevin Hester,M,2017,0,214,327,2021-12-08,41.32
295,29,134577.0,Clothing,576.27,2022-02-22,100,New York,Online Transfer,0,576.27,265,96,578.12,Todd Pittman,M,2008,0,910,704,2022-02-22,576.27
296,40,122059.0,Health & Beauty,443.81,2022-10-17,30,San Diego,Debit Card,8,408.31,198,78,444.86,Paul Delacruz,M,1991,0,912,733,2022-10-17,443.81
297,19,66349.0,Electronics,529.91,2021-08-16,90,San Antonio,Credit Card,14,455.72,316,74,513.62,Bonnie Flores,F,2009,1,274,614,2021-08-16,529.91
298,21,130116.0,Electronics,293.19,2023-07-01,79,Houston,Cash,0,293.19,164,5,299.9,Logan Jimenez,M,2016,1,666,487,2023-07-01,293.19
299,69,76740.0,Home & Kitchen,881.98,2021-07-05,9,Philadelphia,Cash,26,652.67,172,17,868.95,Ashley Quinn,F,2012,1,239,614,2021-07-05,881.98
300,54,112559.0,Books,88.71,2021-09-06,25,San Antonio,Mobile Payment,0,88.71,585,63,93.92,Lynn Jackson DDS,F,2000,0,70,42,2021-09-06,88.71
301,50,144873.0,Clothing,809.46,2022-03-03,89,Dallas,Cash,0,809.46,804,16,767.13,Mathew Mclean,M,2018,0,518,898,2022-03-03,809.46
302,65,100337.0,Books,384.31,2022-09-07,33,Houston,Debit Card,0,384.31,761,66,418.71,Matthew Cameron,M,1994,0,248,403,2022-09-07,384.31
303,37,121159.0,Clothing,966.95,2022-03-18,87,San Diego,Credit Card,0,966.95,169,16,967.78,Brandon Leonard,M,1990,0,361,664,2022-03-18,966.95
304,52,135085.0,Groceries,977.8,2020-09-10,19,New York,Cash,4,938.69,57,66,938.41,Kathleen Cruz,F,2019,1,221,286,2020-09-10,977.8
305,53,70159.0,Health & Beauty,740.68,2022-01-19,48,San Antonio,Online Transfer,0,740.68,123,64,799.0,Samantha Johnson,F,1998,1,612,567,2022-01-19,740.68
306,19,44743.0,Clothing,222.52,2023-05-03,67,Houston,Online Transfer,0,222.52,403,73,264.59,Cameron Spencer,X,2003,1,496,170,2023-05-03,222.52
307,30,134717.0,Clothing,778.47,2021-07-30,53,San Jose,Credit Card,18,638.35,698,72,809.44,Diana Lin,F,2009,0,132,339,2021-07-30,778.47
308,32,24380.0,Home & Kitchen,158.9,2022-05-03,16,Los Angeles,Debit Card,0,158.9,608,27,135.65,Laura Pierce,X,1993,1,141,408,2022-05-03,158.9
309,33,44844.0,Home & Kitchen,791.71,2021-09-19,75,Phoenix,Cash,24,601.7,710,76,669.43,Patricia Ramirez,F,1993,0,293,636,2021-09-19,791.71
310,29,38764.0,Groceries,725.66,2022-09-23,16,Dallas,Mobile Payment,18,595.04,473,37,723.44,Casey Smith,F,1996,1,271,812,2022-09-23,725.66
311,46,89659.0,Groceries,314.77,2022-05-07,62,Los Angeles,Debit Card,0,314.77,768,1,355.08,Christine Haynes,F,2012,1,254,107,2022-05-07,314.77
312,34,58337.0,Groceries,402.48,2020-08-11,97,Houston,Mobile Payment,22,313.93,534,52,391.57,Beth Lane,F,1995,0,464,218,2020-08-11,402.48
313,60,112122.0,Electronics,564.97,2021-04-11,76,San Jose,Online Transfer,18,463.28,647,72,458.72,Alex Robbins,M,2013,0,261,770,2021-04-11,564.97
314,19,107099.0,Books,208.01,2023-04-10,89,New York,Credit Card,0,208.01,926,56,184.65,Carolyn Stone,F,2017,0,645,385,2023-04-10,208.01
315,44,90480.0,Health & Beauty,423.36,2020-11-22,9,Houston,Debit Card,0,423.36,200,34,478.45,Natasha Weber,F,2018,1,629,252,2020-11-22,423.36
316,63,115209.0,Clothing,908.1,2021-12-19,82,Los Angeles,Debit Card,0,908.1,936,6,934.94,Robert Mills,M,1994,1,378,590,2021-12-19,908.1
317,61,49120.0,Groceries,56.68,2020-12-16,71,Philadelphia,Cash,27,41.38,526,16,54.88,Pamela Coleman,F,2003,1,915,462,2020-12-16,56.68
318,20,72876.0,Home & Kitchen,164.59,2023-05-25,86,Chicago,Cash,17,136.61,316,15,166.42,Maria Jones,F,2013,0,240,313,2023-05-25,164.59
319,51,31487.0,Books,79.8,2021-04-30,93,Dallas,Cash,0,79.8,817,67,70.42,Sarah White,F,2016,0,840,795,2021-04-30,79.8
320,61,133257.0,Health & Beauty,449.53,2022-04-07,7,New York,Credit Card,30,314.67,612,44,421.19,Daniel Williams,M,2018,1,451,781,2022-04-07,449.53
321,55,75448.0,Health & Beauty,608.6,2022-12-20,91,Philadelphia,Mobile Payment,0,608.6,903,10,726.45,Jessica Spencer,F,1998,0,406,134,2022-12-20,608.6
322,51,65113.0,Groceries,702.36,2022-11-04,55,Houston,Credit Card,12,618.08,450,29,819.61,Joshua Jordan MD,M,1992,1,742,950,2022-11-04,702.36
323,43,130346.0,Groceries,195.66,2022-02-12,26,Dallas,Online Transfer,17,162.4,912,100,227.38,James Burns,M,1990,0,164,674,2022-02-12,195.66
324,58,77892.0,Home & Kitchen,993.29,2021-02-05,32,Phoenix,Credit Card,12,874.1,327,71,891.83,Joe Walter,M,2018,1,26,660,2021-02-05,993.29
325,42,139467.0,Electronics,670.01,2020-10-06,74,Dallas,Debit Card,12,589.61,811,3,566.08,Scott Hayes,M,1998,0,241,153,2020-10-06,670.01
326,32,49959.0,Electronics,862.5,2021-12-16,78,San Diego,Online Transfer,12,759.0,181,71,904.18,Jason Smith,M,1990,1,267,367,2021-12-16,862.5
327,66,76680.0,Books,553.47,2021-09-16,22,San Diego,Mobile Payment,12,487.05,491,49,463.49,Diana Lee,F,2002,1,809,760,2021-09-16,553.47
328,18,90225.0,Books,968.78,2023-02-18,93,New York,Cash,0,968.78,206,6,1104.13,Joseph Kelley,M,2002,0,707,944,2023-02-18,968.78
