customer_id,age,annual_income_usd,product_category,product_price_usd,purchase_date,store_id,store_location,payment_method,discount_percent,product_cost_usd,foot_traffic,qty,competitor_price_usd,full_name,gender,year_opened,is_favorite,purchase_id,product_id,visit_date,purchased_product_price_usd
164,30,146342.0,Home & Kitchen,490.8,2021-02-11,68,Dallas,Credit Card,0,490.8,880,5,573.48,Sandra Mills,F,2018,1,390,210,2021-02-11,490.8
165,23,100083.0,Health & Beauty,816.27,2021-06-17,51,San Diego,Mobile Payment,1,808.11,298,7,706.73,Miguel Mayer,M,1996,0,92,469,2021-06-17,816.27
166,27,66721.0,Health & Beauty,881.56,2022-04-01,36,San Antonio,Cash,0,881.56,60,94,779.56,Tracy Williams,F,2011,1,440,786,2022-04-01,881.56
167,68,35455.0,Books,945.34,2021-09-06,56,Houston,Credit Card,5,898.07,348,97,1028.3,Dennis Baker,M,2011,0,242,822,2021-09-06,945.34
168,53,27368.0,Electronics,498.16,2020-08-02,23,New York,Credit Card,0,498.16,87,26,399.01,James Garcia,X,2013,1,558,789,2020-08-02,498.16
169,49,141182.0,Health & Beauty,538.82,2021-09-04,36,Chicago,Mobile Payment,4,517.27,721,46,462.58,Elizabeth Smith,F,1997,0,664,575,2021-09-04,538.82
170,55,82216.0,Books,254.26,2020-10-16,74,Philadelphia,Debit Card,10,228.83,81,66,279.95,Lee Barber,X,2014,1,244,156,2020-10-16,254.26
171,57,31971.0,Groceries,47.07,2022-10-06,4,San Jose,Online Transfer,0,47.07,697,58,43.04,Sean Nguyen,X,2003,0,993,308,2022-10-06,47.07
172,38,130287.0,Home & Kitchen,349.06,2021-04-15,93,Chicago,Credit Card,15,296.7,918,63,305.13,Troy Maldonado,M,1995,1,306,984,2021-04-15,349.06
173,45,53965.0,Electronics,76.45,2022-05-15,74,Chicago,Mobile Payment,26,56.57,368,58,64.57,Mia Lane,F,2003,0,446,748,2022-05-15,76.45
174,48,92680.0,Home & Kitchen,781.77,2022-10-16,89,Chicago,Online Transfer,0,781.77,925,89,698.36,Joseph Chandler,M,2004,0,880,464,2022-10-16,781.77
175,58,102874.0,Home & Kitchen,383.5,2023-03-28,71,Dallas,Online Transfer,28,276.12,589,57,378.92,Jonathan Gonzalez,M,2001,1,430,509,2023-03-28,383.5
176,27,56658.0,Electronics,77.83,2021-03-04,83,Chicago,Cash,8,71.6,199,30,66.2,Ashley Bruce,F,2011,0,527,771,2021-03-04,77.83
177,69,46671.0,Clothing,261.0,2021-10-26,83,San Diego,Debit Card,12,229.68,871,0,303.93,Bradley Johnson DDS,M,2008,0,730,394,2021-10-26,261.0
178,22,44940.0,Clothing,276.18,2021-01-24,62,New York,Online Transfer,15,234.75,364,22,232.33,Rebecca Hodge,F,2003,0,572,512,2021-01-24,276.18
179,34,95960.0,Groceries,173.28,2021-01-17,74,Los Angeles,Mobile Payment,30,121.3,913,25,188.99,Kristin Carlson,F,2008,0,712,74,2021-01-17,173.28
180,53,81328.0,Electronics,717.9,2021-08-06,39,Dallas,Online Transfer,6,674.83,453,64,690.81,Bryan Burns,M,1999,1,780,905,2021-08-06,717.9
181,62,82089.0,Health & Beauty,669.64,2021-08-07,75,San Jose,Debit Card,9,609.37,767,87,613.64,Donna Smith,F,1998,1,228,275,2021-08-07,669.64
182,50,48692.0,Health & Beauty,908.55,2022-07-04,52,New York,Online Transfer,15,772.27,985,65,839.47,Rachael White,F,2019,1,631,195,2022-07-04,908.55
183,42,29761.0,Health & Beauty,342.58,2021-04-15,64,Los Angeles,Cash,8,315.17,75,87,317.71,Edward Campbell,M,2010,1,782,479,2021-04-15,342.58
184,48,113958.0,Electronics,574.32,2023-04-04,30,Phoenix,Mobile Payment,0,574.32,887,14,476.92,Anthony Morton,M,1992,0,77,612,2023-04-04,574.32
185,68,137985.0,Groceries,476.83,2021-02-09,84,Los Angeles,Credit Card,0,476.83,376,26,431.38,Jennifer Jones,F,2003,1,869,824,2021-02-09,476.83
186,41,68887.0,Clothing,121.62,2021-07-17,33,San Diego,Debit Card,0,121.62,487,49,131.32,Michael Sanchez,M,1991,1,249,780,2021-07-17,121.62
187,29,63204.0,Groceries,300.24,2023-02-04,16,San Diego,Debit Card,14,258.21,774,63,246.19,Miss Kathy Ray MD,F,2007,0,726,259,2023-02-04,300.24
188,68,96148.0,Groceries,924.35,2021-12-12,37,San Jose,Cash,17,767.21,250,55,948.61,Matthew Mitchell,M,2003,1,784,611,2021-12-12,924.35
189,56,51430.0,Electronics,203.8,2022-11-06,86,Los Angeles,Debit Card,29,144.7,840,45,202.64,Theresa Sullivan,F,2009,0,927,380,2022-11-06,203.8
190,35,65701.0,Electronics,568.52,2022-10-18,45,San Antonio,Online Transfer,10,511.67,905,82,589.74,Christine Zamora,F,2012,1,182,391,2022-10-18,568.52
191,30,93850.0,Home & Kitchen,388.57,2023-04-24,83,New York,Cash,0,388.57,194,67,325.67,Brenda Obrien,F,2015,1,675,880,2023-04-24,388.57
192,58,72421.0,Clothing,781.94,2020-07-14,29,Phoenix,Credit Card,0,781.94,472,14,784.54,Mark Nelson,M,1993,0,253,15,2020-07-14,781.94
193,25,46721.0,Books,291.07,2021-05-08,9,San Antonio,Cash,12,256.14,885,11,271.59,Anne Zavala,F,1990,1,420,113,2021-05-08,291.07
194,23,47697.0,Electronics,654.61,2021-08-29,82,Houston,Cash,0,654.61,684,100,625.92,Jill Moore,X,1997,0,756,452,2021-08-29,654.61
195,58,24413.0,Health & Beauty,916.75,2023-03-29,12,Philadelphia,Debit Card,4,880.08,784,53,928.35,William Cantu,M,2008,0,488,921,2023-03-29,916.75
196,49,24514.0,Groceries,357.6,2021-11-08,80,Chicago,Online Transfer,3,346.87,725,2,427.63,Theodore Soto,M,2000,0,9,958,2021-11-08,357.6
197,34,96971.0,Health & Beauty,638.64,2021-02-11,59,Los Angeles,Cash,6,600.32,402,68,747.21,Jeffery Knight,M,2000,0,163,557,2021-02-11,638.64
198,43,39235.0,Clothing,246.31,2022-05-30,85,Houston,Credit Card,9,224.14,369,57,287.7,Mark Roberts,M,2016,0,185,395,2022-05-30,246.31
199,46,47128.0,Groceries,652.83,2022-09-04,64,Houston,Cash,22,509.21,759,95,564.56,Kaitlyn Morton,X,2008,1,152,572,2022-09-04,652.83
200,38,67926.0,Electronics,799.78,2022-05-22,42,San Diego,Online Transfer,13,695.81,117,67,956.59,Joseph Wilson,M,2019,1,108,663,2022-05-22,799.78
201,56,45251.0,Groceries,721.44,2021-06-12,64,Philadelphia,Mobile Payment,30,505.01,725,70,581.18,Michael Ortega,M,2015,1,950,678,2021-06-12,721.44
202,20,116541.0,Health & Beauty,727.26,2023-06-24,54,Phoenix,Online Transfer,8,669.08,101,69,685.6,Deborah Taylor,F,2022,0,645,421,2023-06-24,727.26
203,47,72689.0,Clothing,814.3,2020-11-17,6,San Antonio,Cash,2,798.01,131,58,944.8,Mark Ross,M,2015,1,932,82,2020-11-17,814.3
204,33,43738.0,Health & Beauty,396.66,2021-02-24,37,San Jose,Online Transfer,0,396.66,571,24,453.33,Ann Crawford,F,2003,0,277,430,2021-02-24,396.66
205,25,33486.0,Groceries,395.39,2022-05-22,87,San Diego,Mobile Payment,0,395.39,699,20,423.56,Michael Barrera,X,2003,1,654,55,2022-05-22,395.39
206,55,128145.0,Electronics,356.33,2022-09-27,51,San Antonio,Mobile Payment,0,356.33,449,14,349.97,Randy Cooper,M,2019,1,397,477,2022-09-27,356.33
207,35,37729.0,Books,994.78,2022-07-04,78,San Jose,Cash,0,994.78,740,62,964.45,Kyle Mathis,M,2014,0,661,573,2022-07-04,994.78
208,19,43108.0,Electronics,189.12,2021-12-03,31,Dallas,Mobile Payment,0,189.12,405,80,174.0,Regina Bell,F,2012,1,931,276,2021-12-03,189.12
209,60,147075.0,Clothing,897.41,2021-12-14,87,Houston,Debit Card,0,897.41,715,87,907.6,Carrie Reynolds,F,1993,0,511,252,2021-12-14,897.41
210,65,20960.0,Clothing,292.29,2023-02-04,27,Philadelphia,Online Transfer,0,292.29,410,88,339.86,Michelle Young,F,2000,1,159,973,2023-02-04,292.29
211,63,147571.0,Clothing,408.68,2020-08-20,49,Los Angeles,Debit Card,0,408.68,923,83,358.83,James Mcneil,X,2006,1,832,804,2020-08-20,408.68
212,56,36481.0,Groceries,465.87,2022-01-22,33,Houston,Cash,8,428.6,946,78,392.14,William Hines,M,1993,1,624,124,2022-01-22,465.87
213,34,25156.0,Groceries,654.58,2021-10-01,56,Los Angeles,Debit Card,0,654.58,247,86,669.59,Carmen Jimenez,X,1990,0,205,697,2021-10-01,654.58
214,65,97630.0,Home & Kitchen,637.34,2021-04-01,10,New York,Debit Card,30,446.14,529,33,762.96,Mark Lawson,M,2005,0,597,868,2021-04-01,637.34
215,61,144221.0,Clothing,755.15,2022-11-23,42,San Jose,Cash,3,732.5,906,91,606.16,George Shaw,X,1998,1,396,325,2022-11-23,755.15
216,38,103885.0,Clothing,203.1,2022-08-17,81,Houston,Online Transfer,4,194.98,284,0,229.28,Adrienne Wilson,F,1997,0,17,584,2022-08-17,203.1
217,69,131606.0,Home & Kitchen,139.99,2022-03-17,27,Chicago,Mobile Payment,10,125.99,139,54,113.96,Angela Allen,F,2005,1,213,228,2022-03-17,139.99
218,51,103374.0,Books,441.4,2020-10-08,94,New York,Debit Card,3,428.16,694,60,450.38,Ryan Zuniga,M,2023,1,424,226,2020-10-08,441.4
219,66,130125.0,Home & Kitchen,379.25,2022-01-16,24,Dallas,Debit Card,0,379.25,653,16,443.89,Diana Johnson,F,2000,0,321,960,2022-01-16,379.25
220,34,81861.0,Groceries,616.32,2023-04-20,82,San Diego,Mobile Payment,20,493.06,831,29,683.18,Crystal Dunlap MD,F,2017,0,296,309,2023-04-20,616.32
221,20,149947.0,Groceries,356.54,2022-07-28,92,San Jose,Credit Card,0,356.54,573,19,336.29,John Sherman,M,2015,0,860,714,2022-07-28,356.54
222,32,128921.0,Home & Kitchen,954.76,2021-11-18,62,Los Angeles,Debit Card,0,954.76,345,92,990.2,Amanda Hess,F,2010,0,170,549,2021-11-18,954.76
223,37,88109.0,Groceries,614.43,2021-01-04,80,San Diego,Debit Card,1,608.29,550,90,522.19,Edward Thompson,M,2016,0,136,100,2021-01-04,614.43
224,43,130112.0,Health & Beauty,764.49,2022-01-11,89,San Antonio,Online Transfer,21,603.95,218,89,760.71,Elizabeth Alvarez,F,1993,1,621,54,2022-01-11,764.49
225,48,141016.0,Books,987.4,2020-10-26,94,Phoenix,Credit Card,0,987.4,978,50,1106.34,Jennifer Powell PhD,F,2007,0,48,940,2020-10-26,987.4
226,67,128326.0,Groceries,148.24,2022-12-09,78,San Diego,Credit Card,0,148.24,548,51,174.58,Suzanne Guzman,F,2015,0,333,839,2022-12-09,148.24
227,31,82285.0,Health & Beauty,442.86,2022-03-30,86,New York,Cash,0,442.86,151,18,370.9,Tara Rodriguez,F,2022,1,200,609,2022-03-30,442.86
228,26,98672.0,Clothing,713.07,2022-10-03,17,Chicago,Debit Card,27,520.54,593,55,570.75,Dana Perez,F,2000,0,805,537,2022-10-03,713.07
229,20,63780.0,Groceries,294.67,2023-04-21,53,Dallas,Cash,0,294.67,263,29,352.97,Kenneth Rice,M,2010,1,627,106,2023-04-21,294.67
230,41,38545.0,Clothing,386.82,2023-05-28,11,Dallas,Debit Card,20,309.46,907,84,389.09,Jessica Marshall,F,2000,1,603,599,2023-05-28,386.82
231,51,130537.0,Health & Beauty,775.61,2022-03-24,65,Philadelphia,Mobile Payment,4,744.59,767,93,754.32,Julian Deleon,M,1995,0,660,54,2022-03-24,775.61
232,41,108892.0,Electronics,962.32,2022-01-27,36,Chicago,Credit Card,0,962.32,259,84,929.57,Jessica Barker,F,1997,0,317,115,2022-01-27,962.32
233,60,94156.0,Clothing,82.57,2021-10-12,17,San Jose,Credit Card,10,74.31,478,61,92.46,Alexis Adams,F,2017,1,962,742,2021-10-12,82.57
234,29,42448.0,Electronics,134.07,2021-06-25,50,Phoenix,Online Transfer,15,113.96,832,60,120.32,George Price,M,2000,1,485,125,2021-06-25,134.07
235,47,141694.0,Health & Beauty,363.81,2022-04-27,5,New York,Mobile Payment,0,363.81,333,50,397.55,Tammy Baker,F,2017,0,949,974,2022-04-27,363.81
236,22,112623.0,Clothing,576.28,2022-05-22,86,New York,Online Transfer,0,576.28,921,69,482.29,Jennifer Harris,X,2022,0,210,862,2022-05-22,576.28
237,42,64957.0,Clothing,574.68,2023-04-27,55,Chicago,Cash,0,574.68,892,22,565.2,Catherine Dalton,F,2020,0,475,571,2023-04-27,574.68
238,24,97829.0,Home & Kitchen,466.31,2021-01-07,83,Phoenix,Online Transfer,9,424.34,869,58,540.45,Cassandra Alvarez,F,2002,1,614,607,2021-01-07,466.31
239,38,100805.0,Home & Kitchen,923.93,2020-09-19,16,Dallas,Cash,24,702.19,314,8,948.07,Matthew Hill,M,2009,0,816,981,2020-09-19,923.93
240,34,114652.0,Home & Kitchen,688.6,2022-04-05,98,Philadelphia,Online Transfer,0,688.6,115,41,813.5,Samuel Wallace,M,2023,1,50,390,2022-04-05,688.6
241,41,20694.0,Electronics,482.63,2022-07-04,27,Los Angeles,Debit Card,27,352.32,374,10,486.29,Andrew Robinson,M,2009,0,913,216,2022-07-04,482.63
242,70,81714.0,Books,288.53,2020-08-13,5,Los Angeles,Debit Card,11,256.79,987,74,319.14,Rebecca Ortiz,F,2003,0,692,156,2020-08-13,288.53
243,56,101070.0,Health & Beauty,981.6,2021-08-17,60,Dallas,Online Transfer,0,981.6,374,73,913.28,Hayley Cooper,F,1994,0,512,941,2021-08-17,981.6
244,39,94568.0,Home & Kitchen,754.49,2022-01-12,26,Houston,Mobile Payment,9,686.59,60,17,655.62,Jeffrey Schaefer,X,2005,1,500,425,2022-01-12,754.49
245,65,123956.0,Groceries,411.93,2020-07-25,98,San Diego,Cash,29,292.47,333,88,440.79,Dave Wilson,M,1996,0,32,392,2020-07-25,411.93
246,32,90790.0,Electronics,975.75,2021-01-19,24,Chicago,Credit Card,19,790.36,926,13,912.32,Evan Randolph,M,2019,1,324,913,2021-01-19,975.75
247,67,97009.0,Home & Kitchen,63.92,2021-08-29,1,San Diego,Mobile Payment,0,63.92,633,26,65.11,Heather Gilbert,F,1996,1,794,142,2021-08-29,63.92
248,28,110723.0,Home & Kitchen,707.8,2020-07-24,3,Chicago,Mobile Payment,0,707.8,485,58,770.3,Daniel Perez,M,2000,0,566,185,2020-07-24,707.8
249,39,66735.0,Electronics,51.18,2023-05-10,92,Philadelphia,Mobile Payment,9,46.57,355,61,44.02,Joseph Frank,M,1995,1,4,222,2023-05-10,51.18
250,41,55900.0,Home & Kitchen,81.27,2021-04-19,93,Chicago,Online Transfer,0,81.27,278,97,76.36,Wendy Jackson,F,1995,0,542,985,2021-04-19,81.27
251,40,144466.0,Home & Kitchen,941.83,2022-09-01,76,Houston,Debit Card,30,659.28,201,9,943.41,Karen Phillips,F,2015,1,268,772,2022-09-01,941.83
252,62,106471.0,Home & Kitchen,96.21,2021-07-24,57,Philadelphia,Credit Card,0,96.21,651,15,92.56,James Sherman,M,2007,1,57,543,2021-07-24,96.21
253,45,49612.0,Clothing,722.53,2022-10-09,17,New York,Cash,19,585.25,890,66,822.19,Jesus Maldonado,M,1999,0,149,17,2022-10-09,722.53
254,30,103947.0,Electronics,697.58,2021-07-15,2,Los Angeles,Mobile Payment,26,516.21,681,100,577.11,James May,M,1990,0,570,806,2021-07-15,697.58
255,49,143719.0,Electronics,817.47,2023-01-27,78,San Antonio,Online Transfer,0,817.47,133,37,757.53,Carrie Henderson,F,1990,1,266,145,2023-01-27,817.47
256,49,26946.0,Groceries,360.88,2020-08-28,59,Chicago,Debit Card,10,324.79,927,90,334.44,Michael York,M,1992,1,625,770,2020-08-28,360.88
257,57,21444.0,Home & Kitchen,484.99,2021-11-29,47,Houston,Credit Card,0,484.99,144,77,543.24,Darlene James,F,1993,0,66,345,2021-11-29,484.99
258,44,79239.0,Home & Kitchen,279.24,2023-05-15,46,Houston,Credit Card,0,279.24,981,26,299.47,Stephanie Jones,F,1999,1,979,264,2023-05-15,279.24
259,35,28180.0,Home & Kitchen,685.86,2020-08-08,72,San Jose,Online Transfer,0,685.86,306,22,654.35,Dwayne Hinton,M,2010,0,520,985,2020-08-08,685.86
260,49,116442.0,Groceries,522.35,2020-08-04,48,Los Angeles,Online Transfer,0,522.35,62,92,466.82,Jillian Melendez,F,2003,1,912,625,2020-08-04,522.35
261,20,65581.0,Groceries,304.97,2022-08-14,16,Los Angeles,Online Transfer,5,289.72,798,46,346.5,Melissa Joyce,F,1997,0,164,954,2022-08-14,304.97
262,41,64893.0,Home & Kitchen,528.89,2020-08-16,23,Phoenix,Cash,29,375.51,866,57,450.67,Ashlee Sherman,F,2008,1,246,835,2020-08-16,528.89
263,65,112947.0,Books,564.76,2021-01-01,18,San Antonio,Credit Card,0,564.76,934,33,611.23,Erica Hahn,F,2003,1,240,594,2021-01-01,564.76
264,32,97702.0,Clothing,127.43,2021-06-05,45,Los Angeles,Online Transfer,0,127.43,752,3,106.12,Troy Hansen,M,1998,1,490,387,2021-06-05,127.43
265,34,149963.0,Home & Kitchen,551.1,2023-04-20,32,San Antonio,Cash,23,424.35,411,4,626.98,Melissa Weaver,F,2018,1,322,298,2023-04-20,551.1
266,58,140342.0,Electronics,933.09,2021-02-28,42,San Jose,Mobile Payment,17,774.46,612,58,983.37,Beth Mendoza,F,1998,0,811,107,2021-02-28,933.09
267,68,65723.0,Home & Kitchen,791.55,2022-10-05,50,Phoenix,Cash,0,791.55,588,40,748.64,Mr. Mitchell Olson PhD,M,2000,0,831,210,2022-10-05,791.55
268,60,60862.0,Books,209.91,2021-02-12,18,San Antonio,Mobile Payment,0,209.91,610,27,177.81,Tracey Stephens,F,2003,1,472,64,2021-02-12,209.91
269,59,106508.0,Electronics,343.31,2021-09-28,100,San Antonio,Mobile Payment,18,281.51,977,42,368.06,Heather Rivera,F,1999,0,813,38,2021-09-28,343.31
270,21,104789.0,Electronics,994.75,2021-08-18,88,Los Angeles,Debit Card,0,994.75,484,87,1172.96,April Peterson,F,2022,0,435,379,2021-08-18,994.75
271,46,146995.0,Clothing,802.91,2022-06-18,57,Dallas,Cash,21,634.3,925,32,951.96,Kevin Powers,M,2006,1,224,455,2022-06-18,802.91
272,55,97516.0,Electronics,15.43,2021-01-08,78,Phoenix,Credit Card,27,11.26,172,44,13.41,Wesley Henry,M,2020,1,11,60,2021-01-08,15.43
273,68,58712.0,Clothing,480.74,2021-04-29,40,Phoenix,Credit Card,12,423.05,498,14,466.36,Heather Smith,F,2023,1,665,599,2021-04-29,480.74
274,66,20184.0,Groceries,27.92,2021-08-22,87,New York,Mobile Payment,0,27.92,640,4,27.85,Vicki Andrews,F,2013,1,918,240,2021-08-22,27.92
275,48,99594.0,Electronics,649.93,2022-03-03,80,Los Angeles,Credit Card,0,649.93,334,63,750.88,Christina Peterson,F,2010,1,458,911,2022-03-03,649.93
276,41,71730.0,Clothing,719.97,2021-05-30,6,Dallas,Online Transfer,0,719.97,256,77,752.68,Brian Hall,M,1995,0,45,851,2021-05-30,719.97
277,34,144915.0,Electronics,364.27,2020-08-26,33,San Jose,Cash,28,262.27,313,41,338.0,Margaret Garcia,F,2013,1,777,703,2020-08-26,364.27
278,62,47563.0,Health & Beauty,372.75,2021-02-09,6,Dallas,Mobile Payment,0,372.75,566,26,412.96,Kevin Murillo,X,1995,1,523,58,2021-02-09,372.75
279,35,127837.0,Groceries,51.04,2022-06-26,85,San Diego,Cash,0,51.04,52,87,51.67,Kathryn Lee,F,2014,0,437,360,2022-06-26,51.04
280,66,106001.0,Electronics,214.77,2021-08-18,14,Chicago,Cash,6,201.88,770,10,242.09,Kyle Vasquez DDS,X,2010,0,657,379,2021-08-18,214.77
281,54,49585.0,Health & Beauty,194.02,2020-11-02,45,Chicago,Debit Card,21,153.28,71,66,210.05,Amy Allen,F,2020,0,117,613,2020-11-02,194.02
282,24,129811.0,Electronics,552.38,2022-03-24,26,Los Angeles,Mobile Payment,30,386.67,472,85,496.79,Maria Chandler,F,2021,1,596,606,2022-03-24,552.38
283,18,127262.0,Groceries,820.27,2021-09-12,78,Houston,Cash,0,820.27,367,97,933.76,Christopher Smith,M,2020,0,177,506,2021-09-12,820.27
284,70,115312.0,Electronics,271.63,2021-10-17,13,Dallas,Debit Card,0,271.63,226,93,256.16,Tony Anderson,M,2022,0,792,600,2021-10-17,271.63
285,48,89603.0,Health & Beauty,299.15,2022-01-12,73,Los Angeles,Mobile Payment,0,299.15,911,77,335.15,Brenda Moore,F,2014,1,361,195,2022-01-12,299.15
286,41,62097.0,Groceries,945.57,2021-12-11,31,San Jose,Debit Card,0,945.57,278,1,876.48,Jason Johnson,M,2014,0,906,478,2021-12-11,945.57
287,25,148658.0,Electronics,333.1,2022-06-13,32,Phoenix,Mobile Payment,0,333.1,773,35,309.98,Cheryl Torres,F,1999,0,750,993,2022-06-13,333.1
288,51,71723.0,Groceries,560.72,2022-03-04,73,Dallas,Cash,22,437.36,836,67,652.45,Ashley Clarke,F,1997,1,382,55,2022-03-04,560.72
289,65,104158.0,Electronics,831.78,2023-02-02,16,New York,Mobile Payment,0,831.78,472,73,767.37,Dr. Peggy Hoffman,F,2006,0,684,145,2023-02-02,831.78
290,34,104517.0,Home & Kitchen,476.65,2020-08-14,37,San Diego,Debit Card,0,476.65,158,39,569.21,Joseph Mccoy,M,2022,0,58,836,2020-08-14,476.65
291,40,94281.0,Health & Beauty,639.15,2023-03-25,28,Philadelphia,Mobile Payment,0,639.15,739,72,546.44,Theresa Garcia,F,2021,1,959,205,2023-03-25,639.15
292,39,134226.0,Home & Kitchen,712.35,2020-09-19,19,Philadelphia,Online Transfer,0,712.35,418,28,688.33,Molly Moore,F,2001,0,179,805,2020-09-19,712.35
293,36,23377.0,Books,302.48,2021-02-08,82,Dallas,Cash,0,302.48,804,42,246.27,Timothy Johnson,M,2009,1,258,523,2021-02-08,302.48
294,30,42697.0,Electronics,41.32,2021-12-08,30,New York,Cash,11,36.77,653,72,36.75,Vanessa Liu,F,2006,1,859,319,2021-12-08,41.32
295,29,134577.0,Groceries,576.27,2022-02-22,100,New York,Online Transfer,0,576.27,265,96,578.12,Michele Lang,F,2011,1,330,371,2022-02-22,576.27
296,40,122059.0,Books,443.81,2022-10-17,30,San Diego,Debit Card,8,408.31,198,78,444.86,John Daniels DDS,M,2000,0,340,507,2022-10-17,443.81
297,19,66349.0,Electronics,529.91,2021-08-16,90,San Antonio,Credit Card,14,455.72,316,74,513.62,Alexandria Cook,F,2022,0,505,247,2021-08-16,529.91
298,21,130116.0,Electronics,293.19,2023-07-01,79,Houston,Cash,0,293.19,164,5,299.9,Jennifer Young,F,2019,0,793,576,2023-07-01,293.19
299,69,76740.0,Electronics,881.98,2021-07-05,9,Philadelphia,Cash,26,652.67,172,17,868.95,Lisa Reed,F,1999,0,14,771,2021-07-05,881.98
300,54,112559.0,Home & Kitchen,88.71,2021-09-06,25,San Antonio,Mobile Payment,0,88.71,585,63,93.92,Christine Diaz,F,1999,1,452,840,2021-09-06,88.71
301,50,144873.0,Clothing,809.46,2022-03-03,89,Dallas,Cash,0,809.46,804,16,767.13,Beth Jones,F,2000,0,934,17,2022-03-03,809.46
302,65,100337.0,Electronics,384.31,2022-09-07,33,Houston,Debit Card,0,384.31,761,66,418.71,Justin Ramos,M,1993,0,894,785,2022-09-07,384.31
303,37,121159.0,Electronics,966.95,2022-03-18,87,San Diego,Credit Card,0,966.95,169,16,967.78,Angela Patrick,F,2003,0,123,89,2022-03-18,966.95
304,52,135085.0,Home & Kitchen,977.8,2020-09-10,19,New York,Cash,4,938.69,57,66,938.41,Bryan Dunn,M,1997,1,399,85,2020-09-10,977.8
305,53,70159.0,Health & Beauty,740.68,2022-01-19,48,San Antonio,Online Transfer,0,740.68,123,64,799.0,James Ferguson,M,2022,1,612,190,2022-01-19,740.68
306,19,44743.0,Electronics,222.52,2023-05-03,67,Houston,Online Transfer,0,222.52,403,73,264.59,Janet Miller,F,1991,0,191,785,2023-05-03,222.52
307,30,134717.0,Health & Beauty,778.47,2021-07-30,53,San Jose,Credit Card,18,638.35,698,72,809.44,Jeffrey Barton,M,2015,1,579,633,2021-07-30,778.47
308,32,24380.0,Electronics,158.9,2022-05-03,16,Los Angeles,Debit Card,0,158.9,608,27,135.65,Edward Castro,M,1997,0,91,456,2022-05-03,158.9
309,33,44844.0,Health & Beauty,791.71,2021-09-19,75,Phoenix,Cash,24,601.7,710,76,669.43,Nicole Walters,F,2016,1,926,148,2021-09-19,791.71
310,29,38764.0,Home & Kitchen,725.66,2022-09-23,16,Dallas,Mobile Payment,18,595.04,473,37,723.44,Brittany Richardson,F,2009,0,923,936,2022-09-23,725.66
311,46,89659.0,Electronics,314.77,2022-05-07,62,Los Angeles,Debit Card,0,314.77,768,1,355.08,Nicholas Olson,M,2010,0,686,417,2022-05-07,314.77
312,34,58337.0,Clothing,402.48,2020-08-11,97,Houston,Mobile Payment,22,313.93,534,52,391.57,Sherry Schaefer,F,2013,1,879,289,2020-08-11,402.48
313,60,112122.0,Health & Beauty,564.97,2021-04-11,76,San Jose,Online Transfer,18,463.28,647,72,458.72,Michael Jackson,M,2000,1,810,165,2021-04-11,564.97
314,19,107099.0,Health & Beauty,208.01,2023-04-10,89,New York,Credit Card,0,208.01,926,56,184.65,Dominique Stein,F,2019,1,557,536,2023-04-10,208.01
315,44,90480.0,Electronics,423.36,2020-11-22,9,Houston,Debit Card,0,423.36,200,34,478.45,Zoe Ortiz,F,2010,1,252,897,2020-11-22,423.36
316,63,115209.0,Electronics,908.1,2021-12-19,82,Los Angeles,Debit Card,0,908.1,936,6,934.94,Angela Robinson,F,2019,1,903,217,2021-12-19,908.1
317,61,49120.0,Groceries,56.68,2020-12-16,71,Philadelphia,Cash,27,41.38,526,16,54.88,Laura Walsh,F,2009,0,198,697,2020-12-16,56.68
318,20,72876.0,Groceries,164.59,2023-05-25,86,Chicago,Cash,17,136.61,316,15,166.42,Robert Parker,M,2004,0,495,506,2023-05-25,164.59
319,51,31487.0,Groceries,79.8,2021-04-30,93,Dallas,Cash,0,79.8,817,67,70.42,Jared Cooper,M,1995,0,839,640,2021-04-30,79.8
320,61,133257.0,Electronics,449.53,2022-04-07,7,New York,Credit Card,30,314.67,612,44,421.19,Justin Morton,M,2019,0,800,441,2022-04-07,449.53
321,55,75448.0,Groceries,608.6,2022-12-20,91,Philadelphia,Mobile Payment,0,608.6,903,10,726.45,Evan Cook,M,2023,0,846,893,2022-12-20,608.6
322,51,65113.0,Health & Beauty,702.36,2022-11-04,55,Houston,Credit Card,12,618.08,450,29,819.61,Lisa Wagner,F,1990,0,54,823,2022-11-04,702.36
323,43,130346.0,Clothing,195.66,2022-02-12,26,Dallas,Online Transfer,17,162.4,912,100,227.38,Stephanie Jones,F,2001,1,439,662,2022-02-12,195.66
324,58,77892.0,Electronics,993.29,2021-02-05,32,Phoenix,Credit Card,12,874.1,327,71,891.83,Jimmy Duke,M,1999,0,841,811,2021-02-05,993.29
325,42,139467.0,Groceries,670.01,2020-10-06,74,Dallas,Debit Card,12,589.61,811,3,566.08,Jennifer Mccall,F,2022,1,219,492,2020-10-06,670.01
326,32,49959.0,Clothing,862.5,2021-12-16,78,San Diego,Online Transfer,12,759.0,181,71,904.18,Ronnie Smith,M,2015,0,287,886,2021-12-16,862.5
327,66,76680.0,Clothing,553.47,2021-09-16,22,San Diego,Mobile Payment,12,487.05,491,49,463.49,Heather Weber,F,1999,0,281,571,2021-09-16,553.47
328,18,90225.0,Electronics,968.78,2023-02-18,93,New York,Cash,0,968.78,206,6,1104.13,Felicia Austin,X,2011,1,286,125,2023-02-18,968.78
